image_name,image_path,source_type,processing_channel,method,strength,mse,psnr,ssim,nc,ber
bsd_train_color,data/images/train/100075.jpg,color,Y,dwt,0.05,0.0035268913773586897,72.65688276573306,0.9999867610367001,1.0,0.0
bsd_train_color,data/images/train/100075.jpg,color,Y,dwt,0.1,0.0035268913773586897,72.65688276573306,0.9999867610367001,1.0,0.0
bsd_texture_color,data/images/train/189003.jpg,color,Y,dft,2.0,15.653095942815572,36.18480113687901,0.9822994513221373,0.8134765625,0.09326171875
bsd_texture_color,data/images/train/189003.jpg,color,Y,dft,5.0,59.78566272958797,30.36483313066283,0.9410121889413074,0.8134765625,0.09326171875
bsd_texture_color,data/images/train/189003.jpg,color,Y,dft,10.0,163.9377357227825,25.984014284697068,0.8665525492599431,0.80908203125,0.095458984375
bsd_texture_color,data/images/train/189003.jpg,color,Y,dft,20.0,446.8741631638827,21.628951150008486,0.738961212871517,0.78759765625,0.106201171875
bsd_texture_color,data/images/train/189003.jpg,color,Y,dft,40.0,1114.7824755021018,17.65890227927968,0.5709938282963002,0.69287109375,0.153564453125
bsd_texture_color,data/images/train/189003.jpg,color,Y,dct,2.0,2.793737662896541,43.668947382255574,0.9981999677858884,0.70703125,0.146484375
bsd_texture_color,data/images/train/189003.jpg,color,Y,dct,5.0,2.912626501411548,43.48795564113864,0.9978275733015968,0.994140625,0.0029296875
bsd_texture_color,data/images/train/189003.jpg,color,Y,dct,10.0,3.195223980270709,43.08579053933371,0.9970301147119305,1.0,0.0
bsd_texture_color,data/images/train/189003.jpg,color,Y,dct,20.0,4.2333325417437555,41.863979758402024,0.9940175988904381,1.0,0.0
bsd_texture_color,data/images/train/189003.jpg,color,Y,dct,40.0,8.245433787489864,38.96866852305506,0.9826441480523285,1.0,0.0
bsd_texture_color,data/images/train/189003.jpg,color,Y,dwt,0.01,0.010197113000851335,68.04603128838478,0.9999677410355707,1.0,0.0
bsd_texture_color,data/images/train/189003.jpg,color,Y,dwt,0.03,0.010197113000851335,68.04603128838478,0.9999677410355707,1.0,0.0
bsd_texture_color,data/images/train/189003.jpg,color,Y,dwt,0.05,0.010197113000851335,68.04603128838478,0.9999677410355707,1.0,0.0
bsd_texture_color,data/images/train/189003.jpg,color,Y,dwt,0.1,0.1137262352215624,57.57219698311662,0.9997796909585278,1.0,0.0
