image_name,image_path,source_type,processing_channel,method,attack,level,mse,psnr,ssim,nc,ber
bsd_color,data/images/test/101085.jpg,color,Y,dct,jpeg,90.0,16.977808146032444,35.831987392430705,0.9715392295970781,0.98046875,0.009765625
bsd_color,data/images/test/101085.jpg,color,Y,dct,jpeg,70.0,60.03626127925193,30.34666721872741,0.9127128278032675,0.27734375,0.361328125
bsd_color,data/images/test/101085.jpg,color,Y,dct,jpeg,50.0,95.21226906273634,28.343874456460245,0.8700078021345191,0.064453125,0.4677734375
bsd_color,data/images/test/101085.jpg,color,Y,dct,jpeg,30.0,137.9714790275538,26.73291040996459,0.8201516184815475,0.056640625,0.4716796875
bsd_color,data/images/test/101085.jpg,color,Y,dct,noise,5.0,24.816637629721743,34.183374216495054,0.9562425853767671,0.8828125,0.05859375
bsd_color,data/images/test/101085.jpg,color,Y,dct,noise,10.0,96.93133680049567,28.26616158642568,0.8585019405421257,0.494140625,0.2529296875
bsd_color,data/images/test/101085.jpg,color,Y,dct,noise,20.0,374.24025175427045,22.399298642495253,0.6496624777335185,0.244140625,0.3779296875
bsd_color,data/images/test/101085.jpg,color,Y,dct,resize,0.5,254.12348581507456,24.08035556940917,0.7130012300580055,0.125,0.4375
bsd_color,data/images/test/101085.jpg,color,Y,dct,resize,0.75,144.5010294262631,26.532094198476408,0.837197703670088,0.669921875,0.1650390625
bsd_color,data/images/test/101085.jpg,color,Y,dct,resize,1.5,43.57352248006454,31.738576911818974,0.9544075217768878,0.95703125,0.021484375
bsd_color,data/images/test/101085.jpg,color,Y,dwt,jpeg,90.0,17.068493367558787,35.8088517314703,0.9716996432232271,1.0,0.0
bsd_color,data/images/test/101085.jpg,color,Y,dwt,jpeg,70.0,60.033507986779014,30.346866392880166,0.9129991639888271,1.0,0.0
bsd_color,data/images/test/101085.jpg,color,Y,dwt,jpeg,50.0,95.55471431172367,28.328282424851338,0.8698707713676685,1.0,0.0
bsd_color,data/images/test/101085.jpg,color,Y,dwt,jpeg,30.0,138.7639631004117,26.708036660652724,0.8195525580040179,1.0,0.0
bsd_color,data/images/test/101085.jpg,color,Y,dwt,noise,5.0,24.80912472501257,34.184689183934694,0.9562648008831799,1.0,0.0
bsd_color,data/images/test/101085.jpg,color,Y,dwt,noise,10.0,96.911295191669,28.26705963037643,0.8586971647021276,1.0,0.0
bsd_color,data/images/test/101085.jpg,color,Y,dwt,noise,20.0,374.19329106245,22.399843641301,0.6501536503799739,1.0,0.0
bsd_color,data/images/test/101085.jpg,color,Y,dwt,resize,0.5,255.73911222509358,24.052832076380263,0.7123146982632758,1.0,0.0
bsd_color,data/images/test/101085.jpg,color,Y,dwt,resize,0.75,145.28164829099407,26.508696023807236,0.8370917816096047,1.0,0.0
bsd_color,data/images/test/101085.jpg,color,Y,dwt,resize,1.5,43.80768619086376,31.715300453997788,0.9544379520547983,1.0,0.0
bsd_landscape_color,data/images/test/103070.jpg,color,Y,dft,jpeg,90.0,5.723812957457818,40.55394927406862,0.9852796267900956,0.8017578125,0.09912109375
bsd_landscape_color,data/images/test/103070.jpg,color,Y,dft,jpeg,70.0,22.0744986539379,34.69189512006788,0.9507359296866716,0.80029296875,0.099853515625
bsd_landscape_color,data/images/test/103070.jpg,color,Y,dft,jpeg,50.0,38.51871209815135,32.2740860313236,0.9208207666373196,0.794921875,0.1025390625
bsd_landscape_color,data/images/test/103070.jpg,color,Y,dft,jpeg,30.0,63.04221907025644,30.134488690608148,0.878476951166332,0.787109375,0.1064453125
bsd_landscape_color,data/images/test/103070.jpg,color,Y,dft,noise,5.0,25.378150976281816,34.086203841671676,0.9174236567278701,0.80126953125,0.099365234375
bsd_landscape_color,data/images/test/103070.jpg,color,Y,dft,noise,10.0,100.38295736426576,28.11420374661719,0.7590429781744499,0.798828125,0.1005859375
bsd_landscape_color,data/images/test/103070.jpg,color,Y,dft,noise,20.0,395.84657122974875,22.155534733768178,0.49801072044462685,0.75830078125,0.120849609375
bsd_landscape_color,data/images/test/103070.jpg,color,Y,dft,resize,0.5,158.24636930244407,26.13746606222766,0.820636009171422,0.62451171875,0.187744140625
bsd_landscape_color,data/images/test/103070.jpg,color,Y,dft,resize,0.75,80.0016465063194,29.099814356103355,0.9139342836861225,0.794921875,0.1025390625
bsd_landscape_color,data/images/test/103070.jpg,color,Y,dft,resize,1.5,24.236610442217916,34.28608478425326,0.976519376616224,0.80078125,0.099609375
bsd_landscape_color,data/images/test/103070.jpg,color,Y,dct,jpeg,90.0,4.339260900008564,41.756645978030804,0.9854888259025293,1.0,0.0
bsd_landscape_color,data/images/test/103070.jpg,color,Y,dct,jpeg,70.0,12.860263570543946,37.038304913419296,0.9629555519785737,0.041015625,0.4794921875
bsd_landscape_color,data/images/test/103070.jpg,color,Y,dct,jpeg,50.0,20.712754451072207,34.9684250420731,0.9457712356706882,0.0078125,0.49609375
bsd_landscape_color,data/images/test/103070.jpg,color,Y,dct,jpeg,30.0,32.40648196722963,33.0244847408588,0.9191070930278075,0.185546875,0.4072265625
bsd_landscape_color,data/images/test/103070.jpg,color,Y,dct,noise,5.0,25.52097964247497,34.06183019770379,0.8828043760087052,0.908203125,0.0458984375
bsd_landscape_color,data/images/test/103070.jpg,color,Y,dct,noise,10.0,100.97657974293487,28.088597045889173,0.686308810278144,0.5859375,0.20703125
bsd_landscape_color,data/images/test/103070.jpg,color,Y,dct,noise,20.0,398.946600086787,22.121655925988982,0.413172953301674,0.30078125,0.349609375
bsd_landscape_color,data/images/test/103070.jpg,color,Y,dct,resize,0.5,46.78289504457729,31.429932673156515,0.9196509468237064,0.576171875,0.2119140625
bsd_landscape_color,data/images/test/103070.jpg,color,Y,dct,resize,0.75,25.758760917639425,34.02155392691567,0.9586721103586368,0.9375,0.03125
bsd_landscape_color,data/images/test/103070.jpg,color,Y,dct,resize,1.5,7.2854205751402,39.506257329444175,0.9885546370070278,0.978515625,0.0107421875
bsd_landscape_color,data/images/test/103070.jpg,color,Y,dwt,jpeg,90.0,4.142342198416965,41.95834387810837,0.9871718486463679,1.0,0.0
bsd_landscape_color,data/images/test/103070.jpg,color,Y,dwt,jpeg,70.0,12.428103157075121,37.18675511492363,0.9665679611575086,1.0,0.0
bsd_landscape_color,data/images/test/103070.jpg,color,Y,dwt,jpeg,50.0,20.269625484578757,35.06234636421741,0.94943934578137,1.0,0.0
bsd_landscape_color,data/images/test/103070.jpg,color,Y,dwt,jpeg,30.0,31.991584683173464,33.08044607744971,0.922709986424111,1.0,0.0
bsd_landscape_color,data/images/test/103070.jpg,color,Y,dwt,noise,5.0,25.520793978737906,34.061861792505766,0.8815312161734046,1.0,0.0
bsd_landscape_color,data/images/test/103070.jpg,color,Y,dwt,noise,10.0,100.97706189294975,28.088576308942894,0.6844234038368086,1.0,0.0
bsd_landscape_color,data/images/test/103070.jpg,color,Y,dwt,noise,20.0,398.9606637550563,22.12150283116701,0.4119132632088726,1.0,0.0
bsd_landscape_color,data/images/test/103070.jpg,color,Y,dwt,resize,0.5,46.66376369180107,31.44100596734625,0.9232348222771994,1.0,0.0
bsd_landscape_color,data/images/test/103070.jpg,color,Y,dwt,resize,0.75,25.638388928108558,34.04189629475704,0.9606653727675925,1.0,0.0
bsd_landscape_color,data/images/test/103070.jpg,color,Y,dwt,resize,1.5,7.2354827868846545,39.536128461889945,0.9892529517016287,1.0,0.0
bsd_train_color,data/images/train/100075.jpg,color,Y,dft,jpeg,90.0,8.52290608365375,38.82492658014384,0.9810855249339904,0.80029296875,0.099853515625
bsd_train_color,data/images/train/100075.jpg,color,Y,dft,jpeg,70.0,30.038468374916977,33.354025761203296,0.9372037305210013,0.80029296875,0.099853515625
bsd_train_color,data/images/train/100075.jpg,color,Y,dft,jpeg,50.0,48.30905168288346,31.29051848592178,0.9018336167088908,0.794921875,0.1025390625
bsd_train_color,data/images/train/100075.jpg,color,Y,dft,jpeg,30.0,75.0190492433483,29.37908805065256,0.8538688174508187,0.78125,0.109375
bsd_train_color,data/images/train/100075.jpg,color,Y,dft,noise,5.0,25.40422017992111,34.08174492727878,0.933517984983761,0.80126953125,0.099365234375
bsd_train_color,data/images/train/100075.jpg,color,Y,dft,noise,10.0,100.46494445559868,28.11065812398352,0.7947299218218541,0.7998046875,0.10009765625
bsd_train_color,data/images/train/100075.jpg,color,Y,dft,noise,20.0,395.13771715640866,22.163318744132475,0.5364430115961831,0.75341796875,0.123291015625
bsd_train_color,data/images/train/100075.jpg,color,Y,dft,resize,0.5,170.6531204101298,25.809661270606902,0.7620994466711927,0.5380859375,0.23095703125
bsd_train_color,data/images/train/100075.jpg,color,Y,dft,resize,0.75,85.92324603539558,28.789696852890675,0.8831640480841506,0.7802734375,0.10986328125
bsd_train_color,data/images/train/100075.jpg,color,Y,dft,resize,1.5,26.197435393697074,33.94821582864252,0.9685336060135332,0.8017578125,0.09912109375
bsd_train_color,data/images/train/100075.jpg,color,Y,dct,jpeg,90.0,8.335911036845616,38.92127289798883,0.9767071142802972,0.998046875,0.0009765625
bsd_train_color,data/images/train/100075.jpg,color,Y,dct,jpeg,70.0,22.804691823383415,34.55056153192877,0.9368049622739525,0.025390625,0.4873046875
bsd_train_color,data/images/train/100075.jpg,color,Y,dct,jpeg,50.0,33.29256287200212,32.90733132298022,0.9079810653072606,0.052734375,0.4736328125
bsd_train_color,data/images/train/100075.jpg,color,Y,dct,jpeg,30.0,47.391264737059124,31.373820619385754,0.8684502589975882,0.123046875,0.4384765625
bsd_train_color,data/images/train/100075.jpg,color,Y,dct,noise,5.0,25.5431016926344,34.058067284649255,0.9089368230084519,0.908203125,0.0458984375
bsd_train_color,data/images/train/100075.jpg,color,Y,dct,noise,10.0,101.08559026316037,28.08391109482818,0.7371646545091701,0.587890625,0.2060546875
bsd_train_color,data/images/train/100075.jpg,color,Y,dct,noise,20.0,398.1098596799531,22.13077427314026,0.46021391202622114,0.298828125,0.3505859375
bsd_train_color,data/images/train/100075.jpg,color,Y,dct,resize,0.5,58.837130444607084,30.434288773437274,0.8370973824371728,0.42578125,0.287109375
bsd_train_color,data/images/train/100075.jpg,color,Y,dct,resize,0.75,31.637929806154105,33.12872302704031,0.91459293446668,0.951171875,0.0244140625
bsd_train_color,data/images/train/100075.jpg,color,Y,dct,resize,1.5,9.311342255267489,38.44068070645086,0.9768811585678882,0.998046875,0.0009765625
bsd_train_color,data/images/train/100075.jpg,color,Y,dwt,jpeg,90.0,8.2827550771476,38.94905541500527,0.9771810486621658,1.0,0.0
bsd_train_color,data/images/train/100075.jpg,color,Y,dwt,jpeg,70.0,22.471634107148127,34.61445705987143,0.9389410327788383,1.0,0.0
bsd_train_color,data/images/train/100075.jpg,color,Y,dwt,jpeg,50.0,33.021066357514954,32.94289266934876,0.9100140265333546,1.0,0.0
bsd_train_color,data/images/train/100075.jpg,color,Y,dwt,jpeg,30.0,47.13620018292915,31.397257912943736,0.8703703399243374,1.0,0.0
bsd_train_color,data/images/train/100075.jpg,color,Y,dwt,noise,5.0,25.54321827219023,34.05804746335157,0.9082535321289894,1.0,0.0
bsd_train_color,data/images/train/100075.jpg,color,Y,dwt,noise,10.0,101.08594216070853,28.083895976264106,0.7360556597899521,1.0,0.0
bsd_train_color,data/images/train/100075.jpg,color,Y,dwt,noise,20.0,398.1198236338423,22.130665578619496,0.45941948036559055,1.0,0.0
bsd_train_color,data/images/train/100075.jpg,color,Y,dwt,resize,0.5,58.566567286193454,30.45430591037544,0.8393889972346893,1.0,0.0
bsd_train_color,data/images/train/100075.jpg,color,Y,dwt,resize,0.75,31.452966985677268,33.15418741778807,0.9158577744485596,1.0,0.0
bsd_train_color,data/images/train/100075.jpg,color,Y,dwt,resize,1.5,9.239329912227108,38.47439885965437,0.9773245821956972,1.0,0.0
bsd_texture_color,data/images/train/189003.jpg,color,Y,dft,jpeg,90.0,7.414292797470368,39.430106281337906,0.9870390697295751,0.80859375,0.095703125
bsd_texture_color,data/images/train/189003.jpg,color,Y,dft,jpeg,70.0,30.977403715721472,33.220353450943556,0.9566189262416833,0.802734375,0.0986328125
bsd_texture_color,data/images/train/189003.jpg,color,Y,dft,jpeg,50.0,54.45091892755443,30.77075147450155,0.9308403944047287,0.80419921875,0.097900390625
bsd_texture_color,data/images/train/189003.jpg,color,Y,dft,jpeg,30.0,89.22969266894502,28.62570963706313,0.8955693616411696,0.78662109375,0.106689453125
bsd_texture_color,data/images/train/189003.jpg,color,Y,dft,noise,5.0,24.0177287280091,34.32548425558363,0.9377398569353149,0.8056640625,0.09716796875
bsd_texture_color,data/images/train/189003.jpg,color,Y,dft,noise,10.0,92.19351198790451,28.483800017122824,0.8243382316023123,0.79833984375,0.100830078125
bsd_texture_color,data/images/train/189003.jpg,color,Y,dft,noise,20.0,345.8153811611756,22.742360549697224,0.6281139391370913,0.755859375,0.1220703125
bsd_texture_color,data/images/train/189003.jpg,color,Y,dft,resize,0.5,259.7727080063529,23.984868391688195,0.8227278157705737,0.41650390625,0.291748046875
bsd_texture_color,data/images/train/189003.jpg,color,Y,dft,resize,0.75,129.92350006368696,26.993926491719293,0.9150073390887008,0.7314453125,0.13427734375
bsd_texture_color,data/images/train/189003.jpg,color,Y,dft,resize,1.5,38.24881243572831,32.30462405315964,0.9769337363926952,0.80078125,0.099609375
bsd_texture_color,data/images/train/189003.jpg,color,Y,dct,jpeg,90.0,7.053630193817109,39.64667674035817,0.9858835569703283,0.99609375,0.001953125
bsd_texture_color,data/images/train/189003.jpg,color,Y,dct,jpeg,70.0,24.077269937083024,34.31473119082647,0.9635152160653472,0.232421875,0.3837890625
bsd_texture_color,data/images/train/189003.jpg,color,Y,dct,jpeg,50.0,40.3928716638997,32.06775631157874,0.9472616635843661,0.15625,0.421875
bsd_texture_color,data/images/train/189003.jpg,color,Y,dct,jpeg,30.0,63.83376331039883,30.0802991191419,0.9230813544784893,0.083984375,0.4580078125
bsd_texture_color,data/images/train/189003.jpg,color,Y,dct,noise,5.0,24.591276395014717,34.22299289757284,0.9125506183440936,0.8984375,0.05078125
bsd_texture_color,data/images/train/189003.jpg,color,Y,dct,noise,10.0,93.6508902864043,28.415684505433614,0.7750157222285531,0.564453125,0.2177734375
bsd_texture_color,data/images/train/189003.jpg,color,Y,dct,noise,20.0,348.7238136770847,22.705987553461895,0.5705690484462232,0.287109375,0.3564453125
bsd_texture_color,data/images/train/189003.jpg,color,Y,dct,resize,0.5,165.71280698383504,25.93724287044371,0.8904596545284817,0.328125,0.3359375
bsd_texture_color,data/images/train/189003.jpg,color,Y,dct,resize,0.75,84.41414095619702,28.86665155654322,0.9445837249842189,0.751953125,0.1240234375
bsd_texture_color,data/images/train/189003.jpg,color,Y,dct,resize,1.5,24.41548665847731,34.25414975643841,0.9846382009138881,0.927734375,0.0361328125
bsd_texture_color,data/images/train/189003.jpg,color,Y,dwt,jpeg,90.0,7.074361205202327,39.633931304639034,0.986145267165747,1.0,0.0
bsd_texture_color,data/images/train/189003.jpg,color,Y,dwt,jpeg,70.0,23.97484688138894,34.33324518696959,0.9647329609125235,1.0,0.0
bsd_texture_color,data/images/train/189003.jpg,color,Y,dwt,jpeg,50.0,40.349586826222335,32.0724126889806,0.948325294905844,1.0,0.0
bsd_texture_color,data/images/train/189003.jpg,color,Y,dwt,jpeg,30.0,64.2852780890164,30.049688339273374,0.9240362892244212,1.0,0.0
bsd_texture_color,data/images/train/189003.jpg,color,Y,dwt,noise,5.0,24.6114820787718,34.219425935994146,0.9121224777020626,1.0,0.0
bsd_texture_color,data/images/train/189003.jpg,color,Y,dwt,noise,10.0,93.677078948107,28.41447020824281,0.7744672283120564,1.0,0.0
bsd_texture_color,data/images/train/189003.jpg,color,Y,dwt,noise,20.0,348.78920329387626,22.705173279057306,0.570277939491003,1.0,0.0
bsd_texture_color,data/images/train/189003.jpg,color,Y,dwt,resize,0.5,167.9549945344338,25.878874377364177,0.8912119741818539,1.0,0.0
bsd_texture_color,data/images/train/189003.jpg,color,Y,dwt,resize,0.75,85.30566871688366,28.82102469083018,0.9451580978077753,1.0,0.0
bsd_texture_color,data/images/train/189003.jpg,color,Y,dwt,resize,1.5,24.670500838725136,34.20902394625569,0.9848679748338401,1.0,0.0
